index	language	glottocode	iso	word_forms	colexification_type	source_domain	target_domain	source_concept_ID	target_concept_ID	source_concept_definition	target_concept_definition	source_translation_in_English	target_translation_in_English	macro_area	language_family	latitude	longitude
138	Farsic-Caucasian Tat	fars1254	fas	نهنگ	full	animal	fur or pelt	n01698434	n14760447	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	leather made from alligator's hide	alligator	alligator	Eurasia	Indo-European	37.24538474190638	50.26938429326292
139	Italian	ital1282	ita	alligatore	full	animal	fur or pelt	n01698434	n14760447	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	leather made from alligator's hide	alligator	alligator	Eurasia	Indo-European	43.0464	12.6489
140	Slovenian	slov1268	slv	aligator	full	animal	fur or pelt	n01698434	n14760447	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	leather made from alligator's hide	alligator	alligator	Eurasia	Indo-European	46.2543	14.7766
141	French	stan1290	fra	alligator	full	animal	fur or pelt	n01698434	n14760447	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	leather made from alligator's hide	alligator	alligator	Eurasia	Indo-European	48	2
142	Finnish	finn1318	fin	alligaattori	full	animal	fur or pelt	n01698434	n14760447	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	leather made from alligator's hide	alligator	alligator	Eurasia	Uralic	64.7628	25.5577
143	English	stan1293	eng	gator ; alligator	partial	animal	fur or pelt	n01698434	n14760447	either of two amphibious reptiles related to crocodiles but with shorter broader snouts	leather made from alligator's hide	alligator	alligator	Africa;Eurasia;South America	Indo-European	53	-1
144	English	stan1293	eng	alligator	full	animal	fur or pelt	n01699040	n14760447	an alligator-like reptile of Central America and South America having a more heavily armored belly	leather made from alligator's hide	caiman	alligator	Africa;Eurasia;South America	Indo-European	53	-1
145	Catalan	stan1289	cat	caiman ; pell de caiman	partial	animal	fur or pelt	n01699040	n14760447	an alligator-like reptile of Central America and South America having a more heavily armored belly	leather made from alligator's hide	caiman	alligator	Eurasia	Indo-European	41.453	1.569
146	English	stan1293	eng	fowl	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Africa;Eurasia;South America	Indo-European	53	-1
147	Farsic-Caucasian Tat	fars1254	fas	پرنده	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	37.24538474190638	50.26938429326292
148	Dutch	dutc1256	nld	gevogelte	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	52	5
149	Standard Malay	stan1306	zsm	ayam	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Austronesian	3.08896	101.699
150	Catalan	stan1289	cat	aviram	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	41.453	1.569
151	Modern Greek	mode1248	ell	πουλερικό	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	38.36	23.13
152	Standard Indonesian	indo1316	ind	ayam	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Papunesia	Austronesian	-7.33458	109.716
153	Slovenian	slov1268	slv	perutnina	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	46.2543	14.7766
154	French	stan1290	fra	oiseau	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	48	2
155	French	stan1290	fra	volaille	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	48	2
156	Finnish	finn1318	fin	siipikarja	full	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Uralic	64.7628	25.5577
157	English	stan1293	eng	fowl ; domestic fowl	partial	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Africa;Eurasia;South America	Indo-European	53	-1
158	Serbian-Croatian-Bosnian	sout1528	hrv	perad ; meso peradi	partial	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	44.15	18.81
159	Standard Malay	stan1306	zsm	ayam ; ayam itik	partial	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Austronesian	3.08896	101.699
160	Standard Indonesian	indo1316	ind	ayam ; ayam itik	partial	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Papunesia	Austronesian	-7.33458	109.716
161	Slovenian	slov1268	slv	perutnina ; domača perutnina	partial	animal	meat	n01789740	n07644382	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a bird or fowl (wild or domestic) used as food	fowl	fowl	Eurasia	Indo-European	46.2543	14.7766
162	English	stan1293	eng	poultry	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Africa;Eurasia;South America	Indo-European	53	-1
163	Farsic-Caucasian Tat	fars1254	fas	مرغ وخروس	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	37.24538474190638	50.26938429326292
164	Slovak	slov1269	slk	hydina	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	48.545705	18.78479
165	Dutch	dutc1256	nld	gevogelte	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	52	5
166	Standard Malay	stan1306	zsm	ternakan	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Austronesian	3.08896	101.699
167	Slovenian	slov1268	slv	perutnina	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	46.2543	14.7766
168	French	stan1290	fra	volaille	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	48	2
169	Thai	thai1261	tha	สัตว์ปีก	full	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Tai-Kadai	14.192	100.671
170	Serbian-Croatian-Bosnian	sout1528	hrv	perad ; meso peradi	partial	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	44.15	18.81
171	Slovenian	slov1268	slv	perutnina ; domača perutnina	partial	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Indo-European	46.2543	14.7766
172	Thai	thai1261	tha	สัตว์ปีก ; เนื้อสัตว์ปีก	partial	animal	meat	n01789740	n07644706	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of chickens or turkeys or ducks or geese raised for food	fowl	poultry	Eurasia	Tai-Kadai	14.192	100.671
173	English	stan1293	eng	chicken	full	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Africa;Eurasia;South America	Indo-European	53	-1
174	Portuguese	port1283	por	galinha	full	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Eurasia	Indo-European	39.91	-8.1
175	Standard Malay	stan1306	zsm	ayam	full	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Eurasia	Austronesian	3.08896	101.699
176	Standard Indonesian	indo1316	ind	ayam	full	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Papunesia	Austronesian	-7.33458	109.716
177	Standard Malay	stan1306	zsm	ayam ; ayam itik	partial	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Eurasia	Austronesian	3.08896	101.699
178	Standard Indonesian	indo1316	ind	ayam ; ayam itik	partial	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Papunesia	Austronesian	-7.33458	109.716
179	Finnish	finn1318	fin	siipikarja ; siipikarjanliha	partial	animal	meat	n01789740	n07644967	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	the flesh of a chicken used for food	fowl	poulet	Eurasia	Uralic	64.7628	25.5577
180	Portuguese	port1283	por	galinha	full	animal	meat	n01789740	n07645242	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of a small young chicken not over 2 1/2 lb suitable for broiling	fowl	broiler	Eurasia	Indo-European	39.91	-8.1
181	Portuguese	port1283	por	galo ; galinha	partial	animal	meat	n01789740	n07645242	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of a small young chicken not over 2 1/2 lb suitable for broiling	fowl	broiler	Eurasia	Indo-European	39.91	-8.1
182	Standard Malay	stan1306	zsm	ayam ; ayam panggang	partial	animal	meat	n01789740	n07645242	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of a small young chicken not over 2 1/2 lb suitable for broiling	fowl	broiler	Eurasia	Austronesian	3.08896	101.699
183	Standard Indonesian	indo1316	ind	ayam ; ayam panggang	partial	animal	meat	n01789740	n07645242	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of a small young chicken not over 2 1/2 lb suitable for broiling	fowl	broiler	Papunesia	Austronesian	-7.33458	109.716
184	Standard Indonesian	indo1316	ind	ayam ; ayam pedaging	partial	animal	meat	n01789740	n07645242	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of a small young chicken not over 2 1/2 lb suitable for broiling	fowl	broiler	Papunesia	Austronesian	-7.33458	109.716
185	Portuguese	port1283	por	galinha	full	animal	meat	n01789740	n07646067	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of an older chicken suitable for stewing	fowl	hen	Eurasia	Indo-European	39.91	-8.1
186	Standard Malay	stan1306	zsm	ayam	full	animal	meat	n01789740	n07646067	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of an older chicken suitable for stewing	fowl	hen	Eurasia	Austronesian	3.08896	101.699
187	Standard Indonesian	indo1316	ind	ayam	full	animal	meat	n01789740	n07646067	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of an older chicken suitable for stewing	fowl	hen	Papunesia	Austronesian	-7.33458	109.716
188	Standard Malay	stan1306	zsm	ayam ; ayam betina	partial	animal	meat	n01789740	n07646067	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	flesh of an older chicken suitable for stewing	fowl	hen	Eurasia	Austronesian	3.08896	101.699
